Store Number,Name,Telephone,Address1,Address2,City,State,Zip,Latitude,Longitude
10581,I-5 & Adobe - Red Bluff,530-529-0726,"525 Adobe Rd, A",A,Red Bluff,CA,96080-9826,40.19129477,-122.2368798
11828,Rhonda & Pleasant Hills - Anderson,530-378-2742,"5046 Rhonda Road, A",A,Anderson,CA,96007-9015,40.43209,-122.287006
74962,Safeway - Anderson #273,530-365-6401,17539 Vierra Canyon,,Anderson,CA,96007,40.45297,-122.288374
13399,Bonnyview & Eastside - Redding,530-244-3418,"2400 S. Bonnyview Rd., 100",100,Redding,CA,96001-4543,40.529715,-122.381265
6625,Cypress & Churn Creek- Redding,530-226-0537,"1030 East Cypress Avenue, A",A,Redding,CA,96002-1113,40.571375,-122.350909
79628,Safeway - Redding #1826,,1070 East Cypress Ave,,Redding,CA,96002-1114,40.57154,-122.352439
11166,Churn Creek & Lancers - Redding,530-222-5342,"1240 Churn Creek Road, 100",100,Redding,CA,96003-4008,40.589606,-122.351942
74338,Safeway - Redding #1954,530-247-3030,990 Cypress Ave,,Redding,CA,96001-2730,40.57504,-122.38301
74338,Safeway-Redding #1954,530-247-3030,990 Cypress Ave,,Redding,CA,96001-2730,40.576487,-122.385233
5739,1400 Eureka Way - Redding,530-242-6443,1400 Eureka Way,,Redding,CA,96001-0614,40.587793,-122.392596
9903,Placer Heights - Redding,530-241-4174,"3425 Placer Street, Suite A",Suite A,Redding,CA,96001-2335,40.574395,-122.416769
9492,Lake & Hilltop - Redding,530-246-3758,155 E. Lake Blvd.,,Redding,CA,96003-2938,40.61037,-122.371285
79730,Safeway-Susanville #1218,530-257-2029,2970 Main St,,Susanville,CA,96130-4730,40.410362,-120.636483
8114,Main & Riverside - Susanville,530-251-8460,2980 Main Street,,Susanville,CA,96130-4730,40.410457,-120.636086
74192,Safeway-Klamath Falls #1766,541-273-3510,2740 S 6th,,Klamath Falls,OR,97603-4604,42.209412,-121.755942
73555,Albertsons-Ashland #573,541-482-6320,2301 Ashland St,,Ashland,OR,97520-1407,42.186507,-122.670707
8699,Siskiyou & Madrona,541-482-7114,1474 Siskiyou Blvd,,Ashland,OR,97520-2337,42.184066,-122.689805
448,Ashland,541-488-1195,120 East Main Street,,Ashland,OR,97520-1829,42.196385,-122.713723
443,1303 Cntr Dr./Mdfrd-FMyr),541-772-8885,"1303 Center Dr, S-1303",S-1303,Medford,OR,97501-7938,42.313858,-122.856572
79553,Safeway-Medford #525,541-608-3680,1003 Medford Ctr,,Medford,OR,97504-6769,42.331853,-122.867201
444,Medford (B&N),541-732-1970,1408 Biddle Rd,,Medford,OR,97504-5225,42.341473,-122.87257
2865,Rogue Valley Mall - Medford,541-608-7441,"1600 North Riverside, Ste 2072",,Medford,OR,97501-4652,42.343618,-122.876727
14320,Hwy 62 & Delta Waters - Medford,541-773-5746,"1730 Delta Waters Rd, 102",102,Medford,OR,97504-9174,42.343902,-122.873027
79353,Fred Meyer-Medford #195,541-779-6158,2424 Crater Lake Highway,,Medford,OR,97504-4181,42.352151,-122.87151
74815,Safeway - Medford #1643,541-774-4340,3169 Crater Lake Hwy,,Medford,OR,97504-9179,42.362758,-122.858303
21009,Pupukea,808-638-0341,59-720 Kamehameha Highway,,Haleiwa,HI,96712-9403,21.64813752,-158.0615667
75453,Schofield Barracks Main Store Mall,808-237-4572,Bldg. 693,,Schofield Barracks,HI,96857720,21.4871,-158.0905
21011,Mililani Shopping Center,808-625-5401,95-221 Kipapa Drive,,Mililani Town,HI,96789-1080,21.4567847,-158.01595
21046,Mililani Town Center,808-627-1846,"95-1249 Meheula Parkway, 172",172,Mililani Town,HI,96789-1779,21.45355101,-158.00836
21061,Laniakea DT,808-680-9213,"94-1221 Ka Uka Boulevard, Unit A-101",Unit A-101,Waipahu,HI,96797-6202,21.427005,-158.001658
21044,Waikele,808-678-3418,94-799 Lumiaina Street,,Waipahu,HI,96797-5041,21.39958332,-158.006128
21072,Pearl City Shops,808-455-1800,"1029 Makolu Street, A",A,Pearl City,HI,96782-2890,21.399317,-157.974164
21006,Pearlridge Center,808-484-9548,98-125 Kaonohi Street,,Aiea,HI,96701-2318,21.39601778,-157.9482
21063,Waimalu Shopping Center,808-484-5802,"98-1277 Kaahumanu Street, Building E, Unit 7","Building E, Unit 7",Aiea,HI,96701-5314,21.389071,-157.952729
21051,Kunia Shopping Center,808-680-9221,"94-673 Kupuohi Street, A201",A201,Waipahu,HI,96797-5366,21.387547,-158.033855
21073,Waianae Mall Shopping Center,808-697-8279,86-120 Farrington Highway,,Waianae,HI,96792-3000,21.435059,-158.184363
21005,Pearlridge Mall,808-484-9355,98-1005 Moanalua Road,,Aiea,HI,96701-4705,21.38548,-157.941671
21034,Aiea Shopping Center,808-484-1488,99-115 Aiea Heights Drive #125,,Aiea,HI,96701-3913,21.37876444,-157.933097
21047,Kaneohe,808-234-5425,46-023 Kamehameha Highway,,Kaneohe,HI,96744-3769,21.420002,-157.802655
21053,Stadium Marketplace,808-488-9313,4561 Salt Lake Boulevard,,Aiea,HI,96818-3167,21.366391,-157.93055
76998,Target Oahu Honolulu West T-2410,808-441-3118,4510 Salt Lake Blvd Ste D5,,Honolulu,HI,96818-3172,21.355827,-157.928669
21012,Windward City Shopping Center,808-234-6900,"45-480 Kaneohe Bay Drive, A1E",A1E,Kaneohe,HI,96744-2033,21.40182326,-157.7991423
21059,Moanalua Shopping Center,808-422-2804,930 Valkenburgh Street,,Honolulu,HI,96818-3912,21.342755,-157.929734
21018,Ewa Beach,808-685-4594,91-1401 Fort Weaver Road,,Honolulu,HI,96706-2222,21.334539,-158.023747
76999,Target Oahu Kapolei T-2411,808-457-3679,4450 Kapolei Pkwy,,Kapolei,HI,96707-1889,21.3348,-158.0557
75905,HNL Inter-Island Terminal,808-836-2566,300 Rogers Boulevard,,Honolulu,HI,96819-1890,21.335024,-157.92367
21062,Kapolei Parkway,808-674-1941,338 Kamokila Boulevard #108,,Kapolei,HI,96707-2055,21.33619629,-158.08179
21038,Airport Trade Center,808-833-3519,550 Paiea Street,,Honolulu,HI,96819-1856,21.335902,-157.915688
75799,"HNL Inter Island Term, Gate 54",,300 Rogers Blvd.,,Honolulu,HI,96819-1890,21.33314,-157.924055
21027,Halekuai Center,808-674-8735,563 Farrington Highway #101,,Kapolei,HI,96707-2031,21.33845307,-158.078906
75906,HNL Pre-Security Lobby #5,808-833-9939,300 Rogers Boulevard,,Honolulu,HI,96819-1890,21.332297,-157.919689
75655,HNL Central Concourse Food Court,,300 Rogers Blvd,,Honolulu,HI,96819-1890,21.331911,-157.920202
75965,HNL EWA Concourse 27,808-836-2566,300 Rogers Boulevard,,Honolulu,HI,96819-1890,21.331176,-157.923151
72387,HNL Main Term Food Court,808-833-9939,300 Rogers Blvd.,,Honolulu,HI,96819-1890,21.331423,-157.919852
75732,HNL Staircase,,300 Rogers Blvd.,,Honolulu,HI,96819-1890,21.331357,-157.917236
21056,Kamehameha Shopping Center,808-832-1430,"1620 North School Street, 131",131,Honolulu,HI,96817-1844,21.335678,-157.86817
21017,Kailua Village,808-263-9548,539 Kailua Road,,Kailua,HI,96734-2861,21.393353,-157.740926
21055,Enchanted Lakes,808-263-3061,"1020 Keolu Drive, C-10",C-10,Kailua,HI,96734-3825,21.378367,-157.728847
21004,Bishop,808-599-4833,1000 Bishop Street #104,,Honolulu,HI,96813-4211,21.308871,-157.861366
21019,Financial Plaza,808-585-8658,130 Merchant Street #111,,Honolulu,HI,96813-4426,21.307765,-157.862801
21042,Alakea & King,808-538-7600,"220 South King St, 10",10,Honolulu,HI,96813-4519,21.308097,-157.860206
15126,Safeway-Honolulu #2944,808-535-1780,1234 Beretania St,,Honolulu,HI,96814-1513,21.301351,-157.842588
21054,Ward Gateway,808-589-2012,949 Auahi Street,,Honolulu,HI,96814,21.295667,-157.856275
21014,Manoa Valley,808-988-9295,2902 East Manoa Road,,Honolulu,HI,96822-1801,21.309942,-157.810347
21026,Ward Entertainment Center,808-593-1945,310 Kamakee Street #6,,Honolulu,HI,96814-5201,21.293783,-157.853163
21045,Keeaumoku,808-946-7513,678 Keeamoku Street #106,,Honolulu,HI,96814-3011,21.294486,-157.842136
21031,Sears Ala Moana Center,808-943-2416,1450 Ala Moana Blvd.,,Honolulu,HI,96814-4604,21.291959,-157.845564
21032,Macys Ala Moana,808-943-2437,1450 Ala Moana Boulevard,,Honolulu,HI,96814-4604,21.290302,-157.841403
75975,Hilton Hawaiian Village-Kalia Tower,,2005 Kalia Road,,Honolulu,HI,96815-1979,21.283951,-157.836051
70007,Hilton Hawaiian Vlge Penguin Plza A,808-949-4321,2005 Kalia Rd,,Honolulu,HI,96815-1979,21.28245095,-157.8374365
21069,Royal Hawaiian Shopping Center,808-922-4110,2201 Kalakaua Ave,,Honolulu,HI,96815-5201,21.279582,-157.830309
21043,Outrigger Reef,808-922-8694,2169 Kalia Road #102,,Honolulu,HI,96815-1989,21.278718,-157.832385
21020,Waikiki Trade Center,808-921-2190,"2255 Kuhio Avenue, 101",101,Honolulu,HI,96815-2642,21.279934,-157.826953
79681,Safeway - Honolulu #2747,808-524-4554,900 Kapahulu Ave,,Honolulu,HI,96816-1435,21.283732,-157.814435
21033,Ohana Waikiki West,808-922-9570,2330 Kuhio Avenue,,Honolulu,HI,96815-2951,21.279007,-157.825459
21021,Kapahulu Avenue,808-734-4116,625 Kapahulu Avenue,,Honolulu,HI,96815-3874,21.279068,-157.814244
21028,Park Shore Hotel,808-923-5726,2586 Kalakaua Avenue,,Honolulu,HI,96815-6614,21.271662,-157.822705
21001,Kahala Mall,808-737-0283,4211 Waialae Avenue,,Honolulu,HI,96816-5319,21.277552,-157.786534
21048,Hawaii Kai Town Center,808-396-3013,"333 Keahole Street, 2B6",2B6,Honolulu,HI,96825-3406,21.28335754,-157.7109459
21015,Koko Marina,808-394-5577,"7192 Kalanianaole Highway, #C112",#C112,Honolulu,HI,96825-1852,21.277145,-157.705501
21050,Henry Street Shops,808-334-1423,75-1022 Henry Street,,Kailua-Kona,HI,96740-1679,19.645873,-155.988346
21013,Kona Coast Shopping Center,808-329-1166,74-5588 Palani Road,,Kailua-Kona,HI,96740-1662,19.645157,-155.994701
3870,Target Hawaii Kona T-2412,808-334-4020,74-5562 Makala Blvd,,Kona,HI,96740-2711,19.649498,-156.003829
1563,Safeway-Hilo #2893,808-920-8870,381 E  Makaala St,,Hilo,HI,96720-5146,19.699211,-155.065175
15774,Target Hilo T-2682,,391 Makaala St,,Hilo,HI,96720,19.699211,-155.065095
21039,Prince Kuhio Plaza,808-959-2492,111 East Puainako Street,,Hilo,HI,96720-5288,19.698923,-155.061632
21035,Hilo,808-933-3094,438 Kilauea Ave,,Hilo,HI,96720-3010,19.7195,-155.082512
21030,Parker Ranch Center,808-887-6409,67-1185 Mamalahoa Highway D108,,Kamuela,HI,96743-8427,20.02049952,-155.6674023
21070,Queen's Marketplace,808-886-1888,"69-201 Waikoloa Beach Drive, #1001 K-1",#1001 K-1,Waikoloa,HI,96738-5810,19.914204,-155.880115
21049,Kauai Village Shopping Center,808-821-1334,4-831 Kuhio Highway #208,,Kapaa,HI,96746-1574,22.06268912,-159.3216006
78021,LIH Rotunda (Kauai),808-245-8913,"Lihue Airport, Unit 2, 3901 Mokulele Loo",,Lihue,HI,96766970,21.978166,-159.348993
21041,Kukui Grove,808-241-7034,"3-2600 Kaumualii Highway, 1800",1800,Lihue,HI,96766-1683,21.97117156,-159.396274
21071,Poipu Shopping Center,808-742-5144,"2360 Kiahuna Plantation Drive, Suites E-70 & E-80",Suites E-70 & E-80,Koloa,HI,96756-9552,21.879017,-159.458838
21040,Pukalani Foodland,808-573-5458,55 Pukalani Street,,Pukalani,HI,96768,20.837702,-156.342144
75613,OGG Kahului Main Concourse,808-877-5858,New Terminal Bldg @ Bldg 340,,Kahului Airport,HI,96732,20.893334,-156.437467
75957,OGG Baggage Claim (Maui),808-877-5858,1 Kahului Airport Road Unit 9,,Kahului,HI,96732-2327,20.888245,-156.45126
21002,Maui Marketplace,808-871-7884,"270 Dairy Road, 220",220,Kahului,HI,96732-2987,20.88228,-156.454363
21037,Queen Kaahumanu Center,808-871-6290,275 West Kaahuman Avenue #1200 F5,,Kahului,HI,96732-1629,20.888089,-156.474927
3508,Safeway - Kihei #1500,808-891-9120,277 Pi'ikea Avenue,,Kihei,HI,96753-8268,20.751228,-156.448558
21022,Piilani Village Shopping Center,808-891-0755,247 Piikea Avenue #106,,Kihei,HI,96753-8269,20.75073321,-156.451298
21023,Kukui Mall,808-891-0903,1819 South Kihei Road,,Kihei,HI,96753-7941,20.73428,-156.452588
70063,Wailea Beach Marriott Resort & Spa,808-874-7981,3700 Wailea Alanui Dr,,Wailea,HI,96753-8347,20.692482,-156.44139
21016,Lahaina,808-667-6974,878 Front Street,,Lahaina,HI,96761-1695,20.877249,-156.679574
21029,Lahaina Cannery Mall,808-661-0865,1221 Honoapiilani Highway,,Lahaina,HI,96761-1796,20.886143,-156.683616
5134,Marriott's Maui Ocean Club,808-667-1200,100 Nohea Kai Drive,,Lahaina,HI,96761-1917,20.915138,-156.69421
74989,Safeway - Madras #1960,541-325-0460,80 NE Cedar St,,Madras,OR,97741-1956,44.64368,-121.127677
10695,Combs Flat Crossing- Prineville,541-447-3049,"1590 NE 3rd Street, 1",1,Prineville,OR,97754-2916,44.302278,-120.827206
73742,Fred Meyer-Redmond #650,541-504-5144,944 SW 9th St,,Redmond,OR,97756-1193,44.267732,-121.176167
9533,Nolan Town Center- Redmond,541-548-9679,"885 SW Rimrock Way, 1",1,Redmond,OR,97756-2566,44.268948,-121.192793
74302,Safeway-The Dalles #1489,541-298-9488,520 Mt. Hood St,,The Dalles,OR,97058-3555,45.60437,-121.19317
79246,Fred Meyer - The Dalles #372,541-296-1700,1215 West 6th Street,,The Dalles,OR,97058-3585,45.606722,-121.199545
2916,Boones Ferry & Wilsonville,503-582-9741,"30299 SW Boones Ferry Rd, 102",102,Wilsonville,OR,97070-7844,45.301004,-122.774019
15618,"Fred Meyer-Wilsonville, OR #516",503-570-3500,30030 SW Boones Ferry Rd,,Wilsonville,OR,97070,45.302643,-122.772791
482,Wilsonville,503-582-9569,"8269 SW Wilsonville Rd, Suites A-B",Suites A-B,Wilsonville,OR,97070-7719,45.303972,-122.762632
74316,Safeway-Woodburn #1976,503-982-2756,1550 N Pacific Hwy,,Woodburn,OR,97071-3622,45.150246,-122.830061
72234,Fred Meyer-Canby #651,503-263-4100,1401 SE 1st Street,,Canby,OR,97013-6769,45.266449,-122.67746
476,Canby,503-266-5356,"1385 SE 1st Ave, Suite 101",Suite 101,Canby,OR,97013-6767,45.267494,-122.677926
8735,111 Arney Road,503-981-1758,"111 Arney Road NE, A",A,Woodburn,OR,97071-9465,45.152758,-122.882769
2795,SW Elligsen & I-5,503-582-0215,"25600 SW Argyle, Suite A",Suite A,Wilsonville,OR,97070-4701,45.335126,-122.765077
74205,Safeway - Sherwood #1800,503-625-4760,20685 Roy Rodgers Rd,,Sherwood,OR,97140-9278,45.3529,-122.853294
72793,Fred Meyer - Newberg #220,503-537-1358,3300 Portland Road Suite 100,,Newberg,OR,97132-5412,45.305751,-122.944152
497,Sherwood,503-925-9262,"20661 SW Roy Rogers Rd, 501",501,Sherwood,OR,97140-9277,45.3611,-122.8436
76261,Target Sherwood T-1868,503-610-6000,21365 SW Baler Way,,Sherwood,OR,97140-8989,45.366435,-122.837945
73267,Albertsons-Sherwood #579,503-625-9581,16030 SW Tualitin Sherwood Rd,,Sherwood,OR,97140-8521,45.368584,-122.84317
74205,Safeway-Sherwood #1800,503-625-4760,20685 Roy Rodgers Rd,,Sherwood,OR,97140-9278,45.36995,-122.844952
14371,Martinazzi Square - Tualatin,503-612-1614,19321 SW Martinazzi Ave,,Tualatin,OR,97062-6354,45.380082,-122.759039
457,Hedges Green / Tualatin,503-691-9448,8639 SW Tualatin Sherwood Road,,Tualatin,OR,97062-8559,45.381496,-122.76056
462,Tualatin / Haggens,503-691-1826,8515 SW Tualatin Sherwood Rd.,,Tualatin,OR,97062-7583,45.382064,-122.762856
11978,Nyberg & I-5- Tualatin,503-612-6581,7131 Nyberg St.,,Tualatin,OR,97062-6246,45.382954,-122.749315
73167,Albertsons-West Linn #506,503-723-9575,1855 Blankenship Rd,,West Linn,OR,97068-4245,45.349648,-122.654362
74976,Safeway - Molalla #1751,503-829-4848,1525 W Main Street,,Molalla,OR,97038-7362,45.150848,-122.603755
10696,Point at Bridgeport- Tualatin,503-620-0563,"7118 SW Hazelfern Rd, Bldg #1",Bldg #1,Tigard,OR,97224,45.394878,-122.751029
484,Cascade Summit,503-723-0085,22750 Salamo Road,,West Linn,OR,97068-9240,45.359889,-122.646159
74135,Safeway-West Linn #1713,503-650-8954,22000 Salamo Rd.,,West Linn,OR,97068-7230,45.364387,-122.647932
74279,Safeway-Lake Grove #1047,503-675-2500,17779 SW Lower Boones Ferry Rd,,Lake Oswego,OR,97035-5237,45.398245,-122.741948
418,Tigard,503-684-5397,16200 SW Pacific HWY,,Tigard,OR,97224-4053,45.403052,-122.795299
73129,Albertsons-Tigard #565,503-684-5070,16200 SW Pacific Hwy,,Tigard,OR,97224-4053,45.403236,-122.794947
487,Lake Oswego Crossing,503-534-2938,17449 Boones Ferry Rd,,Lake Oswego,OR,97035-6206,45.399553,-122.738198
74448,Safeway-Tigard (King City) #1478,503-598-6001,15570 SW Pacific Hwy,,Tigard,OR,97224-3522,45.40734,-122.793101
485,Oregon City Haggens,503-657-8869,19701 S. Hwy 213,,Oregon City,OR,97045-4190,45.321094,-122.580346
416,Oregon City,503-557-1826,"1839 Molalla Avenue, Suite C",Suite C,Oregon City,OR,97045-4011,45.331247,-122.586302
493,Sequoia Pkwy,503-620-7211,15350 SW Sequoia Pkwy,,Portland,OR,97224-7172,45.408882,-122.745786
10330,Hwy 213 - Oregon City,503-655-2916,19574 Mollala Ave.,,Oregon City,OR,97045-4547,45.324114,-122.579437
438,Lake Grove,503-699-3007,16398 SW Boones Ferry Road,,Lake Oswego,OR,97035-4262,45.407459,-122.724751
73593,Albertsons-Lake Grove #521,503-635-3429,16199 Boones Ferry Rd.,,Lake Oswego,OR,97035-4201,45.409409,-122.722859
15430,Douglas Way & Boones Ferry Road,503-635-2266,15645 Boons Ferry Rd - Lake Oswego,,Lake Oswego,OR,97035-3432,45.410778,-122.718998
424,West Linn,503-656-7516,22000 Willamette Drive,,West Linn,OR,97068-3275,45.366491,-122.61284
3366,Tigard Marketplace,503-598-0638,13560 SW Pacific Hwy,,Tigard,OR,97223-4833,45.421722,-122.783933
3398,Kruse Way,503-598-9846,"5800 Meadows Rd, Suite 190",Suite 190,Lake Oswego,OR,97035-8238,45.41743,-122.737941
494,Cedar Oak,503-699-0247,18750 SW Willamette Dr,,West Linn,OR,97068-1700,45.390198,-122.644346
9371,Centerpoint - Lake Oswego,503-624-7065,8 Centerpointe Drive,,Lake Oswego,OR,97035-8668,45.419943,-122.739562
16317,Safeway-Oregon City #2993,503-655-8155,13434 Colton Pl,,Oregon City,OR,97045,45.341551,-122.572191
464,McVey,503-675-1334,"1175 McVey Ave., #7",#7,Lake Oswego,OR,97034-4721,45.406632,-122.676347
498,Oregon City II,503-723-2833,1900 SE McLoughlin Blvd,,Oregon City,OR,97045,45.367711,-122.600429
73188,Albertsons-Barrows Rd #576,541-746-1653,14300 SW Barrows Rd,,Tigard,OR,97223-2063,45.431543,-122.823758
478,Murray & Scholls,503-590-7886,"14600 SW Murray Scholls Dr, 107",107,Beaverton,OR,97007-9712,45.437879,-122.828543
440,Lake Oswego - State Street,503-699-8581,47 North State Street,,Lake Oswego,OR,97034-3969,45.416157,-122.663278
3389,North Tigard,503-639-0925,11636 SW Pacific Highway,,Tigard,OR,97223-8674,45.438275,-122.753925
74424,Safeway-Lake Oswego #508,503-675-4480,401 A Avenue,,Lake Oswego,OR,97034-3037,45.420702,-122.668431
447,Scholls Ferry/Tigard,503-579-2333,"12700 SW Dakota, #120",#120,Tigard,OR,97223-0802,45.442968,-122.805802
74325,Safeway-Beaverton #2631,503-590-9755,14555 SW Teal Blvd,,Beaverton,OR,97007-6193,45.442316,-122.826635
72232,Fred Meyer-Tigard #375,503-293-7053,11565 SW Pacific Hwy,,Tigard,OR,97223-8671,45.441246,-122.7516
461,Oswego Town Square,503-675-9097,"3 Monroe Parkway, #Z",#Z,Lake Oswego,OR,97035-8875,45.433712,-122.703405
79620,Safeway - Gladstone #4387,503-723-2680,95 82nd Dr,,Gladstone,OR,97027-2522,45.381569,-122.582106
479,Washington Square Too,503-670-9828,10218 SW Washington Square Rd.,,Portland,OR,97223-4459,45.446463,-122.777107
406,Washington Square,503-620-3761,9467 SW Washington Square Road,,Tigard,OR,97223-4448,45.450319,-122.782309
10290,Washington Square III,503-968-9232,"9359 SW Washington Square Road, T-21",T-21,Tigard,OR,97223-4495,45.451516,-122.779994
434,Oak Grove,503-659-3653,14620 SE McLoughlin Blvd,,Milwaukie,OR,97267-1415,45.417144,-122.630395
10466,Hall & Nimbus- Beaverton,503-644-8215,"8400 SW Nimbus Ave, 120",120,Beaverton,OR,97008-7133,45.458934,-122.789344
8737,Barbur & Capitol,503-244-9884,10010 S.W. Barbur Blvd.,,Portland,OR,97219-5903,45.452895,-122.722143
79661,Safeway - Silverton #1580,503-873-1800,301 Westfield St,,Silverton,OR,97381-1936,45.003303,-122.793637
74468,Safeway-Milwaukie #2696,503-303-1071,14840 SE Webster Rd,,Milwaukie,OR,97267-3249,45.415681,-122.591034
454,Garden Home Marketplace,503-244-3741,7315 SW Garden Home Road,,Portland,OR,97223-9522,45.466945,-122.751293
3374,Milwaukie Marketplace,503-652-7962,10826 SE Oak Street,,Milwaukie,OR,97222-6694,45.443935,-122.627636
79525,Safeway-Beaverton #1073,503-672-8180,6194 SW Murray Blvd,,Beaverton,OR,97008-4420,45.475327,-122.825356
417,Multnomah,503-245-1961,7737 SW Capitol Highway,,Portland,OR,97219-2458,45.468631,-122.711426
473,Burlingame,503-977-9866,8510 SW Terwilliger Blvd.,,Portland,OR,97219-4564,45.462927,-122.684497
79597,Safeway - Milwaukie #2690,503-708-2613,4300 SE King Rd,,Milwaukie,OR,97222-5281,45.447118,-122.61843
79457,Bales Thriftway Farmington,503-649-8597,17675 SW Farmington Rd,,Aloha,OR,97007-3208,45.478844,-122.859613
3713,Barbur Blvd. & Terwillger,503-245-7540,7421 SW Barbur Boulevard,,Portland,OR,97219-2886,45.471383,-122.685791
465,13th & Tacoma,503-234-6020,1305 SE Tacoma Street,,Portland,OR,97202-6639,45.464537,-122.65274
408,Beaverton,503-626-6549,11405 SW Beaverton-Hillsdale Hwy,,Beaverton,OR,97005-2929,45.486542,-122.79447
10169,Valley Plaza- Beaverton,503-292-1573,9350 SW Beaverton HIllsdale Hwy,,Beaverton,OR,97005-3313,45.48608,-122.772733
75291,Tektronix,503-627-6921,1400 SW Karl Braun Dr,,Beaverton,OR,97077,45.4872,-122.8025
415,Raleigh Hills,503-291-7191,4735 SW 77th Avenue,,Portland,OR,97225-1807,45.485836,-122.757096
2915,117th & Canyon - Beaverton,503-520-8889,"4037 SW 117th Avenue, Suite H",Suite H,Beaverton,OR,97005-8900,45.487659,-122.79521
76160,Target Beaverton T-344,503-626-8345,10775 SW Beaverton-Hillsdale Hwy,,Beaverton,OR,97005-3094,45.487998,-122.787785
76523,Target Clackamas T-346,503-658-1057,9000 E Sunnyside Rd,,Clackamas,OR,97015-7796,45.43181,-122.570639
433,"Hillsdale, OR",503-977-3638,6326 SW Capitol Highway,,Portland,OR,97239-1938,45.478139,-122.694836
